pmid,year,journal,title,abstract,authors
24812403,2014.0,"Science (New York, N.Y.)",Cancer immunotherapy based on mutation-specific CD4+ T cells in a patient with epithelial cancer.,"Limited evidence exists that humans mount a mutation-specific T cell response to epithelial cancers. We used a whole-exomic-sequencing-based approach to demonstrate that tumor-infiltrating lymphocytes (TIL) from a patient with metastatic cholangiocarcinoma contained CD4+ T helper 1 (T(H)1) cells recognizing a mutation in erbb2 interacting protein (ERBB2IP) expressed by the cancer. After adoptive transfer of TIL containing about 25% mutation-specific polyfunctional T(H)1 cells, the patient achieved a decrease in target lesions with prolonged stabilization of disease. Upon disease progression, the patient was retreated with a >95% pure population of mutation-reactive T(H)1 cells and again experienced tumor regression. These results provide evidence that a CD4+ T cell response against a mutated antigen can be harnessed to mediate regression of a metastatic epithelial cancer.","Tran, Eric;Turcotte, Simon;Gros, Alena;Robbins, Paul F;Lu, Yong-Chen;Dudley, Mark E;Wunderlich, John R;Somerville, Robert P;Hogan, Katherine;Hinrichs, Christian S;Parkhurst, Maria R;Yang, James C;Rosenberg, Steven A"
24812208,2014.0,"Science (New York, N.Y.)",The cellular and molecular origin of tumor-associated macrophages.,"Long recognized as an evolutionarily ancient cell type involved in tissue homeostasis and immune defense against pathogens, macrophages are being rediscovered as regulators of several diseases, including cancer. Here we show that in mice, mammary tumor growth induces the accumulation of tumor-associated macrophages (TAMs) that are phenotypically and functionally distinct from mammary tissue macrophages (MTMs). TAMs express the adhesion molecule Vcam1 and proliferate upon their differentiation from inflammatory monocytes, but do not exhibit an ""alternatively activated"" phenotype. TAM terminal differentiation depends on the transcriptional regulator of Notch signaling, RBPJ; and TAM, but not MTM, depletion restores tumor-infiltrating cytotoxic T cell responses and suppresses tumor growth. These findings reveal the ontogeny of TAMs and a discrete tumor-elicited inflammatory response, which may provide new opportunities for cancer immunotherapy. ","Franklin, Ruth A;Liao, Will;Sarkar, Abira;Kim, Myoungjoo V;Bivona, Michael R;Liu, Kang;Pamer, Eric G;Li, Ming O"
24700472,2014.0,"Science (New York, N.Y.)",Activating hotspot L205R mutation in PRKACA and adrenal Cushing's syndrome.,"Adrenal Cushing's syndrome is caused by excess production of glucocorticoid from adrenocortical tumors and hyperplasias, which leads to metabolic disorders. We performed whole-exome sequencing of 49 blood-tumor pairs and RNA sequencing of 44 tumors from cortisol-producing adrenocortical adenomas (ACAs), adrenocorticotropic hormone-independent macronodular adrenocortical hyperplasias (AIMAHs), and adrenocortical oncocytomas (ADOs). We identified a hotspot in the PRKACA gene with a L205R mutation in 69.2% (27 out of 39) of ACAs and validated in 65.5% of a total of 87 ACAs. Our data revealed that the activating L205R mutation, which locates in the P+1 loop of the protein kinase A (PKA) catalytic subunit, promoted PKA substrate phosphorylation and target gene expression. Moreover, we discovered the recurrently mutated gene DOT1L in AIMAHs and CLASP2 in ADOs. Collectively, these data highlight potentially functional mutated genes in adrenal Cushing's syndrome. ","Cao, Yanan;He, Minghui;Gao, Zhibo;Peng, Ying;Li, Yanli;Li, Lin;Zhou, Weiwei;Li, Xiangchun;Zhong, Xu;Lei, Yiming;Su, Tingwei;Wang, Hang;Jiang, Yiran;Yang, Lin;Wei, Wei;Yang, Xu;Jiang, Xiuli;Liu, Li;He, Juan;Ye, Junna;Wei, Qing;Li, Yingrui;Wang, Weiqing;Wang, Jun;Ning, Guang"
24675954,2014.0,"Science (New York, N.Y.)","Cancer suppression by the chromosome custodians, BRCA1 and BRCA2.","Germline mutations in BRCA1 and BRCA2 predispose to common human malignancies, most notably tumors of the breast and ovaries. The proteins encoded by these genes have been implicated in a plethora of biochemical interactions and biological functions, confounding attempts to coherently explain how their inactivation promotes carcinogenesis. Here, I argue that tumor suppression by BRCA1 and BRCA2 originates from their fundamental role in controlling the assembly and activity of macromolecular complexes that monitor chromosome duplication, maintenance, and segregation across the cell cycle. A tumor-suppressive role for the BRCA proteins as ""chromosome custodians"" helps to explain the clinical features of cancer susceptibility after their inactivation, provides foundations for the rational therapy of BRCA-deficient cancers, and offers general insights into the mechanisms opposing early steps in human carcinogenesis. ","Venkitaraman, Ashok R"
24675953,2014.0,"Science (New York, N.Y.)",Two decades after BRCA: setting paradigms in personalized cancer care and prevention.,"The cloning of the breast cancer susceptibility genes BRCA1 and BRCA2 nearly two decades ago helped set in motion an avalanche of research exploring how genomic information can be optimally applied to identify and clinically care for individuals with a high risk of developing cancer. Genetic testing for mutations in BRCA1, BRCA2, and other breast cancer susceptibility genes has since proved to be a valuable tool for determining eligibility for enhanced screening and prevention strategies, as well as for identifying patients most likely to benefit from a targeted therapy. Here, we discuss the landscape of inherited mutations and sequence variants in BRCA1 and BRCA2, the complexities of determining disease risk when the pathogenicity of sequence variants is uncertain, and current strategies for clinical management of women who carry BRCA1/2 mutations. ","Couch, Fergus J;Nathanson, Katherine L;Offit, Kenneth"
24675952,2014.0,"Science (New York, N.Y.)","""The race"" to clone BRCA1.","The existence of BRCA1 was proven in 1990 by mapping predisposition to young-onset breast cancer in families to chromosome 17q21. Knowing that such a gene existed and approximately where it lay triggered efforts by public and private groups to clone and sequence it. The press baptized the competition ""the race"" and reported on it in detail for the next 4 years. BRCA1 was positionally cloned in September 1994. Twenty years later, I reflect on ""the race"" and its consequences for breast cancer prevention and treatment. ","King, Mary-Claire"
24578576,2014.0,"Science (New York, N.Y.)",Detection of a recurrent DNAJB1-PRKACA chimeric transcript in fibrolamellar hepatocellular carcinoma.,"Fibrolamellar hepatocellular carcinoma (FL-HCC) is a rare liver tumor affecting adolescents and young adults with no history of primary liver disease or cirrhosis. We identified a chimeric transcript that is expressed in FL-HCC but not in adjacent normal liver and that arises as the result of a ~400-kilobase deletion on chromosome 19. The chimeric RNA is predicted to code for a protein containing the amino-terminal domain of DNAJB1, a homolog of the molecular chaperone DNAJ, fused in frame with PRKACA, the catalytic domain of protein kinase A. Immunoprecipitation and Western blot analyses confirmed that the chimeric protein is expressed in tumor tissue, and a cell culture assay indicated that it retains kinase activity. Evidence supporting the presence of the DNAJB1-PRKACA chimeric transcript in 100% of the FL-HCCs examined (15/15) suggests that this genetic alteration contributes to tumor pathogenesis. ","Honeyman, Joshua N;Simon, Elana P;Robine, Nicolas;Chiaroni-Clarke, Rachel;Darcy, David G;Lim, Irene Isabel P;Gleason, Caroline E;Murphy, Jennifer M;Rosenberg, Brad R;Teegan, Lydia;Takacs, Constantin N;Botero, Sergio;Belote, Rachel;Germer, Soren;Emde, Anne-Katrin;Vacic, Vladimir;Bhanot, Umesh;LaQuaglia, Michael P;Simon, Sanford M"
24458646,2014.0,"Science (New York, N.Y.)",Transmissible [corrected] dog cancer genome reveals the origin and history of an ancient cell lineage.,"Canine transmissible venereal tumor (CTVT) is the oldest known somatic cell lineage. It is a transmissible cancer that propagates naturally in dogs. We sequenced the genomes of two CTVT tumors and found that CTVT has acquired 1.9 million somatic substitution mutations and bears evidence of exposure to ultraviolet light. CTVT is remarkably stable and lacks subclonal heterogeneity despite thousands of rearrangements, copy-number changes, and retrotransposon insertions. More than 10,000 genes carry nonsynonymous variants, and 646 genes have been lost. CTVT first arose in a dog with low genomic heterozygosity that may have lived about 11,000 years ago. The cancer spawned by this individual dispersed across continents about 500 years ago. Our results provide a genetic identikit of an ancient dog and demonstrate the robustness of mammalian somatic cells to survive for millennia despite a massive mutation burden. ","Murchison, Elizabeth P;Wedge, David C;Alexandrov, Ludmil B;Fu, Beiyuan;Martincorena, Inigo;Ning, Zemin;Tubio, Jose M C;Werner, Emma I;Allen, Jan;De Nardi, Andrigo Barboza;Donelan, Edward M;Marino, Gabriele;Fassati, Ariberto;Campbell, Peter J;Yang, Fengtang;Burt, Austin;Weiss, Robin A;Stratton, Michael R"
24436421,2014.0,"Science (New York, N.Y.)",Direct in vivo RNAi screen unveils myosin IIa as a tumor suppressor of squamous cell carcinomas.,"Mining modern genomics for cancer therapies is predicated on weeding out ""bystander"" alterations (nonconsequential mutations) and identifying ""driver"" mutations responsible for tumorigenesis and/or metastasis. We used a direct in vivo RNA interference (RNAi) strategy to screen for genes that upon repression predispose mice to squamous cell carcinomas (SCCs). Seven of our top hits-including Myh9, which encodes nonmuscle myosin IIa-have not been linked to tumor development, yet tissue-specific Myh9 RNAi and Myh9 knockout trigger invasive SCC formation on tumor-susceptible backgrounds. In human and mouse keratinocytes, myosin IIa's function is manifested not only in conventional actin-related processes but also in regulating posttranscriptional p53 stabilization. Myosin IIa is diminished in human SCCs with poor survival, which suggests that in vivo RNAi technology might be useful for identifying potent but low-penetrance tumor suppressors. ","Schramek, Daniel;Sendoel, Ataman;Segal, Jeremy P;Beronja, Slobodan;Heller, Evan;Oristian, Daniel;Reva, Boris;Fuchs, Elaine"
24336571,2014.0,"Science (New York, N.Y.)",Genome-scale CRISPR-Cas9 knockout screening in human cells.,"The simplicity of programming the CRISPR (clustered regularly interspaced short palindromic repeats)-associated nuclease Cas9 to modify specific genomic loci suggests a new way to interrogate gene function on a genome-wide scale. We show that lentiviral delivery of a genome-scale CRISPR-Cas9 knockout (GeCKO) library targeting 18,080 genes with 64,751 unique guide sequences enables both negative and positive selection screening in human cells. First, we used the GeCKO library to identify genes essential for cell viability in cancer and pluripotent stem cells. Next, in a melanoma model, we screened for genes whose loss is involved in resistance to vemurafenib, a therapeutic RAF inhibitor. Our highest-ranking candidates include previously validated genes NF1 and MED12, as well as novel hits NF2, CUL3, TADA2B, and TADA1. We observe a high level of consistency between independent guide RNAs targeting the same gene and a high rate of hit confirmation, demonstrating the promise of genome-scale screening with Cas9. ","Shalem, Ophir;Sanjana, Neville E;Hartenian, Ella;Shi, Xi;Scott, David A;Mikkelson, Tarjei;Heckl, Dirk;Ebert, Benjamin L;Root, David E;Doench, John G;Zhang, Feng"
24336570,2014.0,"Science (New York, N.Y.)",Mutational analysis reveals the origin and therapy-driven evolution of recurrent glioma.,"Tumor recurrence is a leading cause of cancer mortality. Therapies for recurrent disease may fail, at least in part, because the genomic alterations driving the growth of recurrences are distinct from those in the initial tumor. To explore this hypothesis, we sequenced the exomes of 23 initial low-grade gliomas and recurrent tumors resected from the same patients. In 43% of cases, at least half of the mutations in the initial tumor were undetected at recurrence, including driver mutations in TP53, ATRX, SMARCA4, and BRAF; this suggests that recurrent tumors are often seeded by cells derived from the initial tumor at a very early stage of their evolution. Notably, tumors from 6 of 10 patients treated with the chemotherapeutic drug temozolomide (TMZ) followed an alternative evolutionary path to high-grade glioma. At recurrence, these tumors were hypermutated and harbored driver mutations in the RB (retinoblastoma) and Akt-mTOR (mammalian target of rapamycin) pathways that bore the signature of TMZ-induced mutagenesis. ","Johnson, Brett E;Mazor, Tali;Hong, Chibo;Barnes, Michael;Aihara, Koki;McLean, Cory Y;Fouse, Shaun D;Yamamoto, Shogo;Ueda, Hiroki;Tatsuno, Kenji;Asthana, Saurabh;Jalbert, Llewellyn E;Nelson, Sarah J;Bollen, Andrew W;Gustafson, W Clay;Charron, Elise;Weiss, William A;Smirnov, Ivan V;Song, Jun S;Olshen, Adam B;Cha, Soonmee;Zhao, Yongjun;Moore, Richard A;Mungall, Andrew J;Jones, Steven J M;Hirst, Martin;Marra, Marco A;Saito, Nobuhito;Aburatani, Hiroyuki;Mukasa, Akitake;Berger, Mitchel S;Chang, Susan M;Taylor, Barry S;Costello, Joseph F"
24310612,2014.0,"Science (New York, N.Y.)",Targeted therapy resistance mediated by dynamic regulation of extrachromosomal mutant EGFR DNA.,"Intratumoral heterogeneity contributes to cancer drug resistance, but the underlying mechanisms are not understood. Single-cell analyses of patient-derived models and clinical samples from glioblastoma patients treated with epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors (TKIs) demonstrate that tumor cells reversibly up-regulate or suppress mutant EGFR expression, conferring distinct cellular phenotypes to reach an optimal equilibrium for growth. Resistance to EGFR TKIs is shown to occur by elimination of mutant EGFR from extrachromosomal DNA. After drug withdrawal, reemergence of clonal EGFR mutations on extrachromosomal DNA follows. These results indicate a highly specific, dynamic, and adaptive route by which cancers can evade therapies that target oncogenes maintained on extrachromosomal DNA. ","Nathanson, David A;Gini, Beatrice;Mottahedeh, Jack;Visnyei, Koppany;Koga, Tomoyuki;Gomez, German;Eskin, Ascia;Hwang, Kiwook;Wang, Jun;Masui, Kenta;Paucar, Andres;Yang, Huijun;Ohashi, Minori;Zhu, Shaojun;Wykosky, Jill;Reed, Rachel;Nelson, Stanley F;Cloughesy, Timothy F;James, C David;Rao, P Nagesh;Kornblum, Harley I;Heath, James R;Cavenee, Webster K;Furnari, Frank B;Mischel, Paul S"
24310611,2014.0,"Science (New York, N.Y.)",Break-induced replication repair of damaged forks induces genomic duplications in human cells.,"In budding yeast, one-ended DNA double-strand breaks (DSBs) and damaged replication forks are repaired by break-induced replication (BIR), a homologous recombination pathway that requires the Pol32 subunit of DNA polymerase delta. DNA replication stress is prevalent in cancer, but BIR has not been characterized in mammals. In a cyclin E overexpression model of DNA replication stress, POLD3, the human ortholog of POL32, was required for cell cycle progression and processive DNA synthesis. Segmental genomic duplications induced by cyclin E overexpression were also dependent on POLD3, as were BIR-mediated recombination events captured with a specialized DSB repair assay. We propose that BIR repairs damaged replication forks in mammals, accounting for the high frequency of genomic duplications in human cancers. ","Costantino, Lorenzo;Sotiriou, Sotirios K;Rantala, Juha K;Magin, Simon;Mladenov, Emil;Helleday, Thomas;Haber, James E;Iliakis, George;Kallioniemi, Olli P;Halazonetis, Thanos D"
24310608,2014.0,"Science (New York, N.Y.)",Association of the autoimmune disease scleroderma with an immunologic response to cancer.,"Autoimmune diseases are thought to be initiated by exposures to foreign antigens that cross-react with endogenous molecules. Scleroderma is an autoimmune connective tissue disease in which patients make antibodies to a limited group of autoantigens, including RPC1, encoded by the POLR3A gene. As patients with scleroderma and antibodies against RPC1 are at increased risk for cancer, we hypothesized that the ""foreign"" antigens in this autoimmune disease are encoded by somatically mutated genes in the patients' incipient cancers. Studying cancers from scleroderma patients, we found genetic alterations of the POLR3A locus in six of eight patients with antibodies to RPC1 but not in eight patients without antibodies to RPC1. Analyses of peripheral blood lymphocytes and serum suggested that POLR3A mutations triggered cellular immunity and cross-reactive humoral immune responses. These results offer insight into the pathogenesis of scleroderma and provide support for the idea that acquired immunity helps to control naturally occurring cancers. ","Joseph, Christine G;Darrah, Erika;Shah, Ami A;Skora, Andrew D;Casciola-Rosen, Livia A;Wigley, Fredrick M;Boin, Francesco;Fava, Andrea;Thoburn, Chris;Kinde, Isaac;Jiao, Yuchen;Papadopoulos, Nickolas;Kinzler, Kenneth W;Vogelstein, Bert;Rosen, Antony"
24292625,2014.0,"Science (New York, N.Y.)",Lenalidomide causes selective degradation of IKZF1 and IKZF3 in multiple myeloma cells.,"Lenalidomide is a drug with clinical efficacy in multiple myeloma and other B cell neoplasms, but its mechanism of action is unknown. Using quantitative proteomics, we found that lenalidomide causes selective ubiquitination and degradation of two lymphoid transcription factors, IKZF1 and IKZF3, by the CRBN-CRL4 ubiquitin ligase. IKZF1 and IKZF3 are essential transcription factors in multiple myeloma. A single amino acid substitution of IKZF3 conferred resistance to lenalidomide-induced degradation and rescued lenalidomide-induced inhibition of cell growth. Similarly, we found that lenalidomide-induced interleukin-2 production in T cells is due to depletion of IKZF1 and IKZF3. These findings reveal a previously unknown mechanism of action for a therapeutic agent: alteration of the activity of an E3 ubiquitin ligase, leading to selective degradation of specific targets. ","Krönke, Jan;Udeshi, Namrata D;Narla, Anupama;Grauman, Peter;Hurst, Slater N;McConkey, Marie;Svinkina, Tanya;Heckl, Dirk;Comer, Eamon;Li, Xiaoyu;Ciarlo, Christie;Hartman, Emily;Munshi, Nikhil;Schenone, Monica;Schreiber, Stuart L;Carr, Steven A;Ebert, Benjamin L"
24292623,2014.0,"Science (New York, N.Y.)",The myeloma drug lenalidomide promotes the cereblon-dependent destruction of Ikaros proteins.,"Thalidomide-like drugs such as lenalidomide are clinically important treatments for multiple myeloma and show promise for other B cell malignancies. The biochemical mechanisms underlying their antitumor activity are unknown. Thalidomide was recently shown to bind to, and inhibit, the cereblon ubiquitin ligase. Cereblon loss in zebrafish causes fin defects reminiscent of the limb defects seen in children exposed to thalidomide in utero. Here we show that lenalidomide-bound cereblon acquires the ability to target for proteasomal degradation two specific B cell transcription factors, Ikaros family zinc finger proteins 1 and 3 (IKZF1 and IKZF3). Analysis of myeloma cell lines revealed that loss of IKZF1 and IKZF3 is both necessary and sufficient for lenalidomide's therapeutic effect, suggesting that the antitumor and teratogenic activities of thalidomide-like drugs are dissociable. ","Lu, Gang;Middleton, Richard E;Sun, Huahang;Naniong, MarkVic;Ott, Christopher J;Mitsiades, Constantine S;Wong, Kwok-Kin;Bradner, James E;Kaelin, William G"
24288332,2013.0,"Science (New York, N.Y.)",27-Hydroxycholesterol links hypercholesterolemia and breast cancer pathophysiology.,"Hypercholesterolemia is a risk factor for estrogen receptor (ER)-positive breast cancers and is associated with a decreased response of tumors to endocrine therapies. Here, we show that 27-hydroxycholesterol (27HC), a primary metabolite of cholesterol and an ER and liver X receptor (LXR) ligand, increases ER-dependent growth and LXR-dependent metastasis in mouse models of breast cancer. The effects of cholesterol on tumor pathology required its conversion to 27HC by the cytochrome P450 oxidase CYP27A1 and were attenuated by treatment with CYP27A1 inhibitors. In human breast cancer specimens, CYP27A1 expression levels correlated with tumor grade. In high-grade tumors, both tumor cells and tumor-associated macrophages exhibited high expression levels of the enzyme. Thus, lowering circulating cholesterol levels or interfering with its conversion to 27HC may be a useful strategy to prevent and/or treat breast cancer. ","Nelson, Erik R;Wardell, Suzanne E;Jasper, Jeff S;Park, Sunghee;Suchindran, Sunil;Howe, Matthew K;Carver, Nicole J;Pillai, Ruchita V;Sullivan, Patrick M;Sondhi, Varun;Umetani, Michihisa;Geradts, Joseph;McDonnell, Donald P"
24264992,2013.0,"Science (New York, N.Y.)",Defining stem cell dynamics in models of intestinal tumor initiation.,"Cancer is a disease in which cells accumulate genetic aberrations that are believed to confer a clonal advantage over cells in the surrounding tissue. However, the quantitative benefit of frequently occurring mutations during tumor development remains unknown. We quantified the competitive advantage of Apc loss, Kras activation, and P53 mutations in the mouse intestine. Our findings indicate that the fate conferred by these mutations is not deterministic, and many mutated stem cells are replaced by wild-type stem cells after biased, but still stochastic events. Furthermore, P53 mutations display a condition-dependent advantage, and especially in colitis-affected intestines, clones harboring mutations in this gene are favored. Our work confirms the previously theoretical notion that the tissue architecture of the intestine suppresses the accumulation of mutated lineages. ","Vermeulen, Louis;Morrissey, Edward;van der Heijden, Maartje;Nicholson, Anna M;Sottoriva, Andrea;Buczacki, Simon;Kemp, Richard;Tavaré, Simon;Winton, Douglas J"
24264990,2013.0,"Science (New York, N.Y.)",The intestinal microbiota modulates the anticancer immune effects of cyclophosphamide.,"Cyclophosphamide is one of several clinically important cancer drugs whose therapeutic efficacy is due in part to their ability to stimulate antitumor immune responses. Studying mouse models, we demonstrate that cyclophosphamide alters the composition of microbiota in the small intestine and induces the translocation of selected species of Gram-positive bacteria into secondary lymphoid organs. There, these bacteria stimulate the generation of a specific subset of ""pathogenic"" T helper 17 (pT(H)17) cells and memory T(H)1 immune responses. Tumor-bearing mice that were germ-free or that had been treated with antibiotics to kill Gram-positive bacteria showed a reduction in pT(H)17 responses, and their tumors were resistant to cyclophosphamide. Adoptive transfer of pT(H)17 cells partially restored the antitumor efficacy of cyclophosphamide. These results suggest that the gut microbiota help shape the anticancer immune response.","Viaud, Sophie;Saccheri, Fabiana;Mignot, Grégoire;Yamazaki, Takahiro;Daillère, Romain;Hannani, Dalil;Enot, David P;Pfirschke, Christina;Engblom, Camilla;Pittet, Mikael J;Schlitzer, Andreas;Ginhoux, Florent;Apetoh, Lionel;Chachaty, Elisabeth;Woerther, Paul-Louis;Eberl, Gérard;Bérard, Marion;Ecobichon, Chantal;Clermont, Dominique;Bizet, Chantal;Gaboriau-Routhiau, Valérie;Cerf-Bensussan, Nadine;Opolon, Paule;Yessaad, Nadia;Vivier, Eric;Ryffel, Bernhard;Elson, Charles O;Doré, Joël;Kroemer, Guido;Lepage, Patricia;Boneca, Ivo Gomperts;Ghiringhelli, François;Zitvogel, Laurence"
24264989,2013.0,"Science (New York, N.Y.)",Commensal bacteria control cancer response to therapy by modulating the tumor microenvironment.,"The gut microbiota influences both local and systemic inflammation. Inflammation contributes to development, progression, and treatment of cancer, but it remains unclear whether commensal bacteria affect inflammation in the sterile tumor microenvironment. Here, we show that disruption of the microbiota impairs the response of subcutaneous tumors to CpG-oligonucleotide immunotherapy and platinum chemotherapy. In antibiotics-treated or germ-free mice, tumor-infiltrating myeloid-derived cells responded poorly to therapy, resulting in lower cytokine production and tumor necrosis after CpG-oligonucleotide treatment and deficient production of reactive oxygen species and cytotoxicity after chemotherapy. Thus, optimal responses to cancer therapy require an intact commensal microbiota that mediates its effects by modulating myeloid-derived cell functions in the tumor microenvironment. These findings underscore the importance of the microbiota in the outcome of disease treatment. ","Iida, Noriho;Dzutsev, Amiran;Stewart, C Andrew;Smith, Loretta;Bouladoux, Nicolas;Weingarten, Rebecca A;Molina, Daniel A;Salcedo, Rosalba;Back, Timothy;Cramer, Sarah;Dai, Ren-Ming;Kiu, Hiu;Cardone, Marco;Naik, Shruti;Patri, Anil K;Wang, Ena;Marincola, Francesco M;Frank, Karen M;Belkaid, Yasmine;Trinchieri, Giorgio;Goldszmid, Romina S"
24202173,2013.0,"Science (New York, N.Y.)",Epithelial plasticity: a common theme in embryonic and cancer cells.,"During embryonic development, many cells are born far from their final destination and must travel long distances. To become motile and invasive, embryonic epithelial cells undergo a process of mesenchymal conversion known as epithelial-to-mesenchymal transition (EMT). Likewise, EMT can be seen in cancer cells as they leave the primary tumor and disseminate to other parts of the body to colonize distant organs and form metastases. In addition, through the reverse process (mesenchymal-to-epithelial transition), both normal and carcinoma cells revert to the epithelial phenotype to, respectively, differentiate into organs or form secondary tumors. The parallels in phenotypic plasticity in normal morphogenesis and cancer highlight the importance of studying the embryo to understand tumor progression and to aid in the design of improved therapeutic strategies. ","Nieto, M Angela"
24115439,2013.0,"Science (New York, N.Y.)",RTEL1 is a replisome-associated helicase that promotes telomere and genome-wide replication.,"Regulator of telomere length 1 (RTEL1) is an essential DNA helicase that disassembles telomere loops (T loops) and suppresses telomere fragility to maintain the integrity of chromosome ends. We established that RTEL1 also associates with the replisome through binding to proliferating cell nuclear antigen (PCNA). Mouse cells disrupted for the RTEL1-PCNA interaction (PIP mutant) exhibited accelerated senescence, replication fork instability, reduced replication fork extension rates, and increased origin usage. Although T-loop disassembly at telomeres was unaffected in the mutant cells, telomere replication was compromised, leading to fragile sites at telomeres. RTEL1-PIP mutant mice were viable, but loss of the RTEL1-PCNA interaction accelerated the onset of tumorigenesis in p53-deficient mice. We propose that RTEL1 plays a critical role in both telomere and genome-wide replication, which is crucial for genetic stability and tumor avoidance. ","Vannier, Jean-Baptiste;Sandhu, Sumit;Petalcorin, Mark I R;Wu, Xiaoli;Nabi, Zinnatun;Ding, Hao;Boulton, Simon J"
24092746,2013.0,"Science (New York, N.Y.)",Integrative annotation of variants from 1092 humans: application to cancer genomics.,"Interpreting variants, especially noncoding ones, in the increasing number of personal genomes is challenging. We used patterns of polymorphisms in functionally annotated regions in 1092 humans to identify deleterious variants; then we experimentally validated candidates. We analyzed both coding and noncoding regions, with the former corroborating the latter. We found regions particularly sensitive to mutations (""ultrasensitive"") and variants that are disruptive because of mechanistic effects on transcription-factor binding (that is, ""motif-breakers""). We also found variants in regions with higher network centrality tend to be deleterious. Insertions and deletions followed a similar pattern to single-nucleotide variants, with some notable exceptions (e.g., certain deletions and enhancers). On the basis of these patterns, we developed a computational tool (FunSeq), whose application to ~90 cancer genomes reveals nearly a hundred candidate noncoding drivers. ","Khurana, Ekta;Fu, Yao;Colonna, Vincenza;Mu, Xinmeng Jasmine;Kang, Hyun Min;Lappalainen, Tuuli;Sboner, Andrea;Lochovsky, Lucas;Chen, Jieming;Harmanci, Arif;Das, Jishnu;Abyzov, Alexej;Balasubramanian, Suganthi;Beal, Kathryn;Chakravarty, Dimple;Challis, Daniel;Chen, Yuan;Clarke, Declan;Clarke, Laura;Cunningham, Fiona;Evani, Uday S;Flicek, Paul;Fragoza, Robert;Garrison, Erik;Gibbs, Richard;Gümüş, Zeynep H;Herrero, Javier;Kitabayashi, Naoki;Kong, Yong;Lage, Kasper;Liluashvili, Vaja;Lipkin, Steven M;MacArthur, Daniel G;Marth, Gabor;Muzny, Donna;Pers, Tune H;Ritchie, Graham R S;Rosenfeld, Jeffrey A;Sisu, Cristina;Wei, Xiaomu;Wilson, Michael;Xue, Yali;Yu, Fuli;Dermitzakis, Emmanouil T;Yu, Haiyuan;Rubin, Mark A;Tyler-Smith, Chris;Gerstein, Mark"
24031011,2013.0,"Science (New York, N.Y.)",Antibody therapeutics in cancer.,"In a relatively short period of time, monoclonal antibodies have entered the mainstream of cancer therapy. Their first use was as antagonists of oncogenic receptor tyrosine kinases, but today monoclonal antibodies have emerged as long-sought vehicles for the targeted delivery of potent chemotherapeutic agents and as powerful tools to manipulate anticancer immune responses. With ever more promising results from the clinic, the future will likely see continued growth in the discovery and development of therapeutic antibodies and their derivatives. ","Sliwkowski, Mark X;Mellman, Ira"
23869022,2013.0,"Science (New York, N.Y.)",Tight coordination of protein translation and HSF1 activation supports the anabolic malignant state.,"The ribosome is centrally situated to sense metabolic states, but whether its activity, in turn, coherently rewires transcriptional responses is unknown. Here, through integrated chemical-genetic analyses, we found that a dominant transcriptional effect of blocking protein translation in cancer cells was inactivation of heat shock factor 1 (HSF1), a multifaceted transcriptional regulator of the heat-shock response and many other cellular processes essential for anabolic metabolism, cellular proliferation, and tumorigenesis. These analyses linked translational flux to the regulation of HSF1 transcriptional activity and to the modulation of energy metabolism. Targeting this link with translation initiation inhibitors such as rocaglates deprived cancer cells of their energy and chaperone armamentarium and selectively impaired the proliferation of both malignant and premalignant cells with early-stage oncogenic lesions. ","Santagata, Sandro;Mendillo, Marc L;Tang, Yun-chi;Subramanian, Aravind;Perley, Casey C;Roche, Stéphane P;Wong, Bang;Narayan, Rajiv;Kwon, Hyoungtae;Koeva, Martina;Amon, Angelika;Golub, Todd R;Porco, John A;Whitesell, Luke;Lindquist, Susan"
23846904,2013.0,"Science (New York, N.Y.)",Autonomic nerve development contributes to prostate cancer progression.,"Nerves are a common feature of the microenvironment, but their role in tumor growth and progression remains unclear. We found that the formation of autonomic nerve fibers in the prostate gland regulates prostate cancer development and dissemination in mouse models. The early phases of tumor development were prevented by chemical or surgical sympathectomy and by genetic deletion of stromal β2- and β3-adrenergic receptors. Tumors were also infiltrated by parasympathetic cholinergic fibers that promoted cancer dissemination. Cholinergic-induced tumor invasion and metastasis were inhibited by pharmacological blockade or genetic disruption of the stromal type 1 muscarinic receptor, leading to improved survival of the mice. A retrospective blinded analysis of prostate adenocarcinoma specimens from 43 patients revealed that the densities of sympathetic and parasympathetic nerve fibers in tumor and surrounding normal tissue, respectively, were associated with poor clinical outcomes. These findings may lead to novel therapeutic approaches for prostate cancer. ","Magnon, Claire;Hall, Simon J;Lin, Juan;Xue, Xiaonan;Gerber, Leah;Freedland, Stephen J;Frenette, Paul S"
