pmid,year,journal,title,abstract,authors
26771497,2016,Cell,"Functional Genomic Landscape of Human Breast Cancer Drivers, Vulnerabilities, and Resistance.","Large-scale genomic studies have identified multiple somatic aberrations in breast cancer, including copy number alterations and point mutations. Still, identifying causal variants and emergent vulnerabilities that arise as a consequence of genetic alterations remain major challenges. We performed whole-genome small hairpin RNA (shRNA) ""dropout screens"" on 77 breast cancer cell lines. Using a hierarchical linear regression algorithm to score our screen results and integrate them with accompanying detailed genetic and proteomic information, we identify vulnerabilities in breast cancer, including candidate ""drivers,"" and reveal general functional genomic properties of cancer cells. Comparisons of gene essentiality with drug sensitivity data suggest potential resistance mechanisms, effects of existing anti-cancer drugs, and opportunities for combination therapy. Finally, we demonstrate the utility of this large dataset by identifying BRD4 as a potential target in luminal breast cancer and PIK3CA mutations as a resistance determinant for BET-inhibitors.","Marcotte, Richard;Sayad, Azin;Brown, Kevin R;Sanchez-Garcia, Felix;Reimand, Jüri;Haider, Maliha;Virtanen, Carl;Bradner, James E;Bader, Gary D;Mills, Gordon B;Pe'er, Dana;Moffat, Jason;Neel, Benjamin G"
26687355,2015,Cell,Chromothripsis and Kataegis Induced by Telomere Crisis.,"Telomere crisis occurs during tumorigenesis when depletion of the telomere reserve leads to frequent telomere fusions. The resulting dicentric chromosomes have been proposed to drive genome instability. Here, we examine the fate of dicentric human chromosomes in telomere crisis. We observed that dicentric chromosomes invariably persisted through mitosis and developed into 50-200 μm chromatin bridges connecting the daughter cells. Before their resolution at 3-20 hr after anaphase, the chromatin bridges induced nuclear envelope rupture in interphase, accumulated the cytoplasmic 3' nuclease TREX1, and developed RPA-coated single stranded (ss) DNA. CRISPR knockouts showed that TREX1 contributed to the generation of the ssDNA and the resolution of the chromatin bridges. Post-crisis clones showed chromothripsis and kataegis, presumably resulting from DNA repair and APOBEC editing of the fragmented chromatin bridge DNA. We propose that chromothripsis in human cancer may arise through TREX1-mediated fragmentation of dicentric chromosomes formed in telomere crisis. ","Maciejowski, John;Li, Yilong;Bosco, Nazario;Campbell, Peter J;de Lange, Titia"
26638079,2015,Cell,SnapShot: Renal Cell Carcinoma.,"This SnapShot summarizes current knowledge about the key features in mutational landscape, major pathways, and tumor evolution and heterogeneity in renal cell carcinoma, as well as the most recent advances in therapeutic development. To view this SnapShot, open or download the PDF. ","Turajlic, Samra;Larkin, James;Swanton, Charles"
26590416,2015,Cell,Improving Cancer Treatment via Mathematical Modeling: Surmounting the Challenges Is Worth the Effort.,"Drug delivery schedules are key factors in the efficacy of cancer therapies, and mathematical modeling of population dynamics and treatment responses can be applied to identify better drug administration regimes as well as provide mechanistic insights. To capitalize on the promise of this approach, the cancer field must meet the challenges of moving this type of work into clinics. ","Michor, Franziska;Beal, Kathryn"
26544944,2015,Cell,The Molecular Taxonomy of Primary Prostate Cancer.,"There is substantial heterogeneity among primary prostate cancers, evident in the spectrum of molecular abnormalities and its variable clinical course. As part of The Cancer Genome Atlas (TCGA), we present a comprehensive molecular analysis of 333 primary prostate carcinomas. Our results revealed a molecular taxonomy in which 74% of these tumors fell into one of seven subtypes defined by specific gene fusions (ERG, ETV1/4, and FLI1) or mutations (SPOP, FOXA1, and IDH1). Epigenetic profiles showed substantial heterogeneity, including an IDH1 mutant subset with a methylator phenotype. Androgen receptor (AR) activity varied widely and in a subtype-specific manner, with SPOP and FOXA1 mutant tumors having the highest levels of AR-induced transcripts. 25% of the prostate cancers had a presumed actionable lesion in the PI3K or MAPK signaling pathways, and DNA repair genes were inactivated in 19%. Our analysis reveals molecular heterogeneity among primary prostate cancers, as well as potentially actionable molecular defects. ",
26544935,2015,Cell,"Hippo Pathway in Organ Size Control, Tissue Homeostasis, and Cancer.","Two decades of studies in multiple model organisms have established the Hippo pathway as a key regulator of organ size and tissue homeostasis. By inhibiting YAP and TAZ transcription co-activators, the Hippo pathway regulates cell proliferation, apoptosis, and stemness in response to a wide range of extracellular and intracellular signals, including cell-cell contact, cell polarity, mechanical cues, ligands of G-protein-coupled receptors, and cellular energy status. Dysregulation of the Hippo pathway exerts a significant impact on cancer development. Further investigation of the functions and regulatory mechanisms of this pathway will help uncovering the mystery of organ size control and identify new targets for cancer treatment. ","Yu, Fa-Xing;Zhao, Bin;Guan, Kun-Liang"
26451490,2015,Cell,Comprehensive Molecular Portraits of Invasive Lobular Breast Cancer.,"Invasive lobular carcinoma (ILC) is the second most prevalent histologic subtype of invasive breast cancer. Here, we comprehensively profiled 817 breast tumors, including 127 ILC, 490 ductal (IDC), and 88 mixed IDC/ILC. Besides E-cadherin loss, the best known ILC genetic hallmark, we identified mutations targeting PTEN, TBX3, and FOXA1 as ILC enriched features. PTEN loss associated with increased AKT phosphorylation, which was highest in ILC among all breast cancer subtypes. Spatially clustered FOXA1 mutations correlated with increased FOXA1 expression and activity. Conversely, GATA3 mutations and high expression characterized luminal A IDC, suggesting differential modulation of ER activity in ILC and IDC. Proliferation and immune-related signatures determined three ILC transcriptional subtypes associated with survival differences. Mixed IDC/ILC cases were molecularly classified as ILC-like and IDC-like revealing no true hybrid features. This multidimensional molecular atlas sheds new light on the genetic bases of ILC and provides potential clinical options. ","Ciriello, Giovanni;Gatza, Michael L;Beck, Andrew H;Wilkerson, Matthew D;Rhie, Suhn K;Pastore, Alessandro;Zhang, Hailei;McLellan, Michael;Yau, Christina;Kandoth, Cyriac;Bowlby, Reanne;Shen, Hui;Hayat, Sikander;Fieldhouse, Robert;Lester, Susan C;Tse, Gary M K;Factor, Rachel E;Collins, Laura C;Allison, Kimberly H;Chen, Yunn-Yi;Jensen, Kristin;Johnson, Nicole B;Oesterreich, Steffi;Mills, Gordon B;Cherniack, Andrew D;Robertson, Gordon;Benz, Christopher;Sander, Chris;Laird, Peter W;Hoadley, Katherine A;King, Tari A;Perou, Charles M"
26406377,2015,Cell,CDK7-dependent transcriptional addiction in triple-negative breast cancer.,"Triple-negative breast cancer (TNBC) is a highly aggressive form of breast cancer that exhibits extremely high levels of genetic complexity and yet a relatively uniform transcriptional program. We postulate that TNBC might be highly dependent on uninterrupted transcription of a key set of genes within this gene expression program and might therefore be exceptionally sensitive to inhibitors of transcription. Utilizing kinase inhibitors and CRISPR/Cas9-mediated gene editing, we show here that triple-negative but not hormone receptor-positive breast cancer cells are exceptionally dependent on CDK7, a transcriptional cyclin-dependent kinase. TNBC cells are unique in their dependence on this transcriptional CDK and suffer apoptotic cell death upon CDK7 inhibition. An ""Achilles cluster"" of TNBC-specific genes is especially sensitive to CDK7 inhibition and frequently associated with super-enhancers. We conclude that CDK7 mediates transcriptional addiction to a vital cluster of genes in TNBC and CDK7 inhibition may be a useful therapy for this challenging cancer. ","Wang, Yubao;Zhang, Tinghu;Kwiatkowski, Nicholas;Abraham, Brian J;Lee, Tong Ihn;Xie, Shaozhen;Yuzugullu, Haluk;Von, Thanh;Li, Heyuan;Lin, Ziao;Stover, Daniel G;Lim, Elgene;Wang, Zhigang C;Iglehart, J Dirk;Young, Richard A;Gray, Nathanael S;Zhao, Jean J"
26406376,2015,Cell,"Nuclear FAK controls chemokine transcription, Tregs, and evasion of anti-tumor immunity.","Focal adhesion kinase (FAK) promotes anti-tumor immune evasion. Specifically, the kinase activity of nuclear-targeted FAK in squamous cell carcinoma (SCC) cells drives exhaustion of CD8(+) T cells and recruitment of regulatory T cells (Tregs) in the tumor microenvironment by regulating chemokine/cytokine and ligand-receptor networks, including via transcription of Ccl5, which is crucial. These changes inhibit antigen-primed cytotoxic CD8(+) T cell activity, permitting growth of FAK-expressing tumors. Mechanistically, nuclear FAK is associated with chromatin and exists in complex with transcription factors and their upstream regulators that control Ccl5 expression. Furthermore, FAK's immuno-modulatory nuclear activities may be specific to cancerous squamous epithelial cells, as normal keratinocytes do not have nuclear FAK. Finally, we show that a small-molecule FAK kinase inhibitor, VS-4718, which is currently in clinical development, also drives depletion of Tregs and promotes a CD8(+) T cell-mediated anti-tumor response. Therefore, FAK inhibitors may trigger immune-mediated tumor regression, providing previously unrecognized therapeutic opportunities. ","Serrels, Alan;Lund, Tom;Serrels, Bryan;Byron, Adam;McPherson, Rhoanne C;von Kriegsheim, Alexander;Gómez-Cuadrado, Laura;Canel, Marta;Muir, Morwenna;Ring, Jennifer E;Maniati, Eleni;Sims, Andrew H;Pachter, Jonathan A;Brunton, Valerie G;Gilbert, Nick;Anderton, Stephen M;Nibbs, Robert J B;Frame, Margaret C"
26406370,2015,Cell,Preclinical mouse cancer models: a maze of opportunities and challenges.,"Significant advances have been made in developing novel therapeutics for cancer treatment, and targeted therapies have revolutionized the treatment of some cancers. Despite the promise, only about five percent of new cancer drugs are approved, and most fail due to lack of efficacy. The indication is that current preclinical methods are limited in predicting successful outcomes. Such failure exacts enormous cost, both financial and in the quality of human life. This Primer explores the current status, promise, and challenges of preclinical evaluation in advanced mouse cancer models and briefly addresses emerging models for early-stage preclinical development. ","Day, Chi-Ping;Merlino, Glenn;Van Dyke, Terry"
26406367,2015,Cell,No driver behind the wheel? Targeting transcription in cancer.,"Exploiting the dependence of cancer cells on transcription can be used as an effective strategy for targeting aggressive and therapeutically recalcitrant tumors. Wang et al. show that inhibiting transcription using THZ1, a small-molecule inhibitor of cyclin-dependent kinase CDK7, induces apoptotic cell death in triple-negative breast cancers. ","Franco, Hector L;Kraus, W Lee"
26388441,2015,Cell,Kinome-wide decoding of network-attacking mutations rewiring cancer signaling.,"Cancer cells acquire pathological phenotypes through accumulation of mutations that perturb signaling networks. However, global analysis of these events is currently limited. Here, we identify six types of network-attacking mutations (NAMs), including changes in kinase and SH2 modulation, network rewiring, and the genesis and extinction of phosphorylation sites. We developed a computational platform (ReKINect) to identify NAMs and systematically interpreted the exomes and quantitative (phospho-)proteomes of five ovarian cancer cell lines and the global cancer genome repository. We identified and experimentally validated several NAMs, including PKCγ M501I and PKD1 D665N, which encode specificity switches analogous to the appearance of kinases de novo within the kinome. We discover mutant molecular logic gates, a drift toward phospho-threonine signaling, weakening of phosphorylation motifs, and kinase-inactivating hotspots in cancer. Our method pinpoints functional NAMs, scales with the complexity of cancer genomes and cell signaling, and may enhance our capability to therapeutically target tumor-specific networks. ","Creixell, Pau;Schoof, Erwin M;Simpson, Craig D;Longden, James;Miller, Chad J;Lou, Hua Jane;Perryman, Lara;Cox, Thomas R;Zivanovic, Nevena;Palmeri, Antonio;Wesolowska-Andersen, Agata;Helmer-Citterich, Manuela;Ferkinghoff-Borg, Jesper;Itamochi, Hiroaki;Bodenmiller, Bernd;Erler, Janine T;Turk, Benjamin E;Linding, Rune"
26359988,2015,Cell,Targeting of Fn14 Prevents Cancer-Induced Cachexia and Prolongs Survival.,"The cytokine TWEAK and its cognate receptor Fn14 are members of the TNF/TNFR superfamily and are upregulated in tumors. We found that Fn14, when expressed in tumors, causes cachexia and that antibodies against Fn14 dramatically extended lifespan by inhibiting tumor-induced weight loss although having only moderate inhibitory effects on tumor growth. Anti-Fn14 antibodies prevented tumor-induced inflammation and loss of fat and muscle mass. Fn14 signaling in the tumor, rather than host, is responsible for inducing this cachexia because tumors in Fn14- and TWEAK-deficient hosts developed cachexia that was comparable to that of wild-type mice. These results extend the role of Fn14 in wound repair and muscle development to involvement in the etiology of cachexia and indicate that Fn14 antibodies may be a promising approach to treat cachexia, thereby extending lifespan and improving quality of life for cancer patients.","Johnston, Amelia J;Murphy, Kate T;Jenkinson, Laura;Laine, David;Emmrich, Kerstin;Faou, Pierre;Weston, Ross;Jayatilleke, Krishnath M;Schloegel, Jessie;Talbo, Gert;Casey, Joanne L;Levina, Vita;Wong, W Wei-Lynn;Dillon, Helen;Sahay, Tushar;Hoogenraad, Joan;Anderton, Holly;Hall, Cathrine;Schneider, Pascal;Tanzer, Maria;Foley, Michael;Scott, Andrew M;Gregorevic, Paul;Liu, Spring Yingchun;Burkly, Linda C;Lynch, Gordon S;Silke, John;Hoogenraad, Nicholas J"
26359985,2015,Cell,Non-genomic and Immune Evolution of Melanoma Acquiring MAPKi Resistance.,"Clinically acquired resistance to MAPK inhibitor (MAPKi) therapies for melanoma cannot be fully explained by genomic mechanisms and may be accompanied by co-evolution of intra-tumoral immunity. We sought to discover non-genomic mechanisms of acquired resistance and dynamic immune compositions by a comparative, transcriptomic-methylomic analysis of patient-matched melanoma tumors biopsied before therapy and during disease progression. Transcriptomic alterations across resistant tumors were highly recurrent, in contrast to mutations, and were frequently correlated with differential methylation of tumor cell-intrinsic CpG sites. We identified in the tumor cell compartment supra-physiologic c-MET up-expression, infra-physiologic LEF1 down-expression and YAP1 signature enrichment as drivers of acquired resistance. Importantly, high intra-tumoral cytolytic T cell inflammation prior to MAPKi therapy preceded CD8 T cell deficiency/exhaustion and loss of antigen presentation in half of disease-progressive melanomas, suggesting cross-resistance to salvage anti-PD-1/PD-L1 immunotherapy. Thus, melanoma acquires MAPKi resistance with highly dynamic and recurrent non-genomic alterations and co-evolving intra-tumoral immunity.","Hugo, Willy;Shi, Hubing;Sun, Lu;Piva, Marco;Song, Chunying;Kong, Xiangju;Moriceau, Gatien;Hong, Aayoung;Dahlman, Kimberly B;Johnson, Douglas B;Sosman, Jeffrey A;Ribas, Antoni;Lo, Roger S"
26359984,2015,Cell,Melanoma Cell-Intrinsic PD-1 Receptor Functions Promote Tumor Growth.,"Therapeutic antibodies targeting programmed cell death 1 (PD-1) activate tumor-specific immunity and have shown remarkable efficacy in the treatment of melanoma. Yet, little is known about tumor cell-intrinsic PD-1 pathway effects. Here, we show that murine and human melanomas contain PD-1-expressing cancer subpopulations and demonstrate that melanoma cell-intrinsic PD-1 promotes tumorigenesis, even in mice lacking adaptive immunity. PD-1 inhibition on melanoma cells by RNAi, blocking antibodies, or mutagenesis of melanoma-PD-1 signaling motifs suppresses tumor growth in immunocompetent, immunocompromised, and PD-1-deficient tumor graft recipient mice. Conversely, melanoma-specific PD-1 overexpression enhances tumorigenicity, as does engagement of melanoma-PD-1 by its ligand, PD-L1, whereas melanoma-PD-L1 inhibition or knockout of host-PD-L1 attenuate growth of PD-1-positive melanomas. Mechanistically, the melanoma-PD-1 receptor modulates downstream effectors of mTOR signaling. Our results identify melanoma cell-intrinsic functions of the PD-1:PD-L1 axis in tumor growth and suggest that blocking melanoma-PD-1 might contribute to the striking clinical efficacy of anti-PD-1 therapy.","Kleffel, Sonja;Posch, Christian;Barthel, Steven R;Mueller, Hansgeorg;Schlapbach, Christoph;Guenova, Emmanuella;Elco, Christopher P;Lee, Nayoung;Juneja, Vikram R;Zhan, Qian;Lian, Christine G;Thomi, Rahel;Hoetzenecker, Wolfram;Cozzio, Antonio;Dummer, Reinhard;Mihm, Martin C;Flaherty, Keith T;Frank, Markus H;Murphy, George F;Sharpe, Arlene H;Kupper, Thomas S;Schatton, Tobias"
26359979,2015,Cell,Nutrient Competition: A New Axis of Tumor Immunosuppression.,"It is thought that cancer cells engage in Warburg metabolism to meet intrinsic biosynthetic requirements of cell growth and proliferation. Papers by Chang et al. and Ho et al. show that Warburg metabolism enables tumor cells to restrict glucose availability to T cells, suppressing anti-tumor immunity.","Sukumar, Madhusudhanan;Roychoudhuri, Rahul;Restifo, Nicholas P"
26359975,2015,Cell,Releasing the Brakes on Cancer Immunotherapy.,"This year's Lasker∼DeBakey Clinical Research Award goes to James Allison for discovering that antibody blockade of the T cell molecule CTLA-4 unleashes the body's immune response against malignant tumors. This has led to development of multiple ""immune checkpoint therapies"" that are prolonging and saving the lives of thousands of cancer patients.","Littman, Dan R"
26343581,2015,Cell,Cyclooxygenase-Dependent Tumor Growth through Evasion of Immunity.,"The mechanisms by which melanoma and other cancer cells evade anti-tumor immunity remain incompletely understood. Here, we show that the growth of tumors formed by mutant Braf(V600E) mouse melanoma cells in an immunocompetent host requires their production of prostaglandin E2, which suppresses immunity and fuels tumor-promoting inflammation. Genetic ablation of cyclooxygenases (COX) or prostaglandin E synthases in Braf(V600E) mouse melanoma cells, as well as in Nras(G12D) melanoma or in breast or colorectal cancer cells, renders them susceptible to immune control and provokes a shift in the tumor inflammatory profile toward classic anti-cancer immune pathways. This mouse COX-dependent inflammatory signature is remarkably conserved in human cutaneous melanoma biopsies, arguing for COX activity as a driver of immune suppression across species. Pre-clinical data demonstrate that inhibition of COX synergizes with anti-PD-1 blockade in inducing eradication of tumors, implying that COX inhibitors could be useful adjuvants for immune-based therapies in cancer patients. ","Zelenay, Santiago;van der Veen, Annemarthe G;Böttcher, Jan P;Snelgrove, Kathryn J;Rogers, Neil;Acton, Sophie E;Chakravarty, Probir;Girotti, Maria Romina;Marais, Richard;Quezada, Sergio A;Sahai, Erik;Reis e Sousa, Caetano"
26321681,2015,Cell,Phosphoenolpyruvate Is a Metabolic Checkpoint of Anti-tumor T Cell Responses.,"Activated T cells engage aerobic glycolysis and anabolic metabolism for growth, proliferation, and effector functions. We propose that a glucose-poor tumor microenvironment limits aerobic glycolysis in tumor-infiltrating T cells, which suppresses tumoricidal effector functions. We discovered a new role for the glycolytic metabolite phosphoenolpyruvate (PEP) in sustaining T cell receptor-mediated Ca(2+)-NFAT signaling and effector functions by repressing sarco/ER Ca(2+)-ATPase (SERCA) activity. Tumor-specific CD4 and CD8 T cells could be metabolically reprogrammed by increasing PEP production through overexpression of phosphoenolpyruvate carboxykinase 1 (PCK1), which bolstered effector functions. Moreover, PCK1-overexpressing T cells restricted tumor growth and prolonged the survival of melanoma-bearing mice. This study uncovers new metabolic checkpoints for T cell activity and demonstrates that metabolic reprogramming of tumor-reactive T cells can enhance anti-tumor T cell responses, illuminating new forms of immunotherapy.","Ho, Ping-Chih;Bihuniak, Jessica Dauz;Macintyre, Andrew N;Staron, Matthew;Liu, Xiaojing;Amezquita, Robert;Tsui, Yao-Chen;Cui, Guoliang;Micevic, Goran;Perales, Jose C;Kleinstein, Steven H;Abel, E Dale;Insogna, Karl L;Feske, Stefan;Locasale, Jason W;Bosenberg, Marcus W;Rathmell, Jeffrey C;Kaech, Susan M"
26321679,2015,Cell,Metabolic Competition in the Tumor Microenvironment Is a Driver of Cancer Progression.,"Failure of T cells to protect against cancer is thought to result from lack of antigen recognition, chronic activation, and/or suppression by other cells. Using a mouse sarcoma model, we show that glucose consumption by tumors metabolically restricts T cells, leading to their dampened mTOR activity, glycolytic capacity, and IFN-γ production, thereby allowing tumor progression. We show that enhancing glycolysis in an antigenic ""regressor"" tumor is sufficient to override the protective ability of T cells to control tumor growth. We also show that checkpoint blockade antibodies against CTLA-4, PD-1, and PD-L1, which are used clinically, restore glucose in tumor microenvironment, permitting T cell glycolysis and IFN-γ production. Furthermore, we found that blocking PD-L1 directly on tumors dampens glycolysis by inhibiting mTOR activity and decreasing expression of glycolysis enzymes, reflecting a role for PD-L1 in tumor glucose utilization. Our results establish that tumor-imposed metabolic restrictions can mediate T cell hyporesponsiveness during cancer.","Chang, Chih-Hao;Qiu, Jing;O'Sullivan, David;Buck, Michael D;Noguchi, Takuro;Curtis, Jonathan D;Chen, Qiongyu;Gindin, Mariel;Gubin, Matthew M;van der Windt, Gerritje J W;Tonc, Elena;Schreiber, Robert D;Pearce, Edward J;Pearce, Erika L"
26317466,2015,Cell,Inhibiting DNA Methylation Causes an Interferon Response in Cancer via dsRNA Including Endogenous Retroviruses.,"We show that DNA methyltransferase inhibitors (DNMTis) upregulate immune signaling in cancer through the viral defense pathway. In ovarian cancer (OC), DNMTis trigger cytosolic sensing of double-stranded RNA (dsRNA) causing a type I interferon response and apoptosis. Knocking down dsRNA sensors TLR3 and MAVS reduces this response 2-fold and blocking interferon beta or its receptor abrogates it. Upregulation of hypermethylated endogenous retrovirus (ERV) genes accompanies the response and ERV overexpression activates the response. Basal levels of ERV and viral defense gene expression significantly correlate in primary OC and the latter signature separates primary samples for multiple tumor types from The Cancer Genome Atlas into low versus high expression groups. In melanoma patients treated with an immune checkpoint therapy, high viral defense signature expression in tumors significantly associates with durable clinical response and DNMTi treatment sensitizes to anti-CTLA4 therapy in a pre-clinical melanoma model. ","Chiappinelli, Katherine B;Strissel, Pamela L;Desrichard, Alexis;Li, Huili;Henke, Christine;Akman, Benjamin;Hein, Alexander;Rote, Neal S;Cope, Leslie M;Snyder, Alexandra;Makarov, Vladimir;Budhu, Sadna;Buhu, Sadna;Slamon, Dennis J;Wolchok, Jedd D;Pardoll, Drew M;Beckmann, Matthias W;Zahnow, Cynthia A;Merghoub, Taha;Mergoub, Taha;Chan, Timothy A;Baylin, Stephen B;Strick, Reiner"
26317465,2015,Cell,DNA-Demethylating Agents Target Colorectal Cancer Cells by Inducing Viral Mimicry by Endogenous Transcripts.,"DNA-demethylating agents have shown clinical anti-tumor efficacy via an unknown mechanism of action. Using a combination of experimental and bioinformatics analyses in colorectal cancer cells, we demonstrate that low-dose 5-AZA-CdR targets colorectal cancer-initiating cells (CICs) by inducing viral mimicry. This is associated with induction of dsRNAs derived at least in part from endogenous retroviral elements, activation of the MDA5/MAVS RNA recognition pathway, and downstream activation of IRF7. Indeed, disruption of virus recognition pathways, by individually knocking down MDA5, MAVS, or IRF7, inhibits the ability of 5-AZA-CdR to target colorectal CICs and significantly decreases 5-AZA-CdR long-term growth effects. Moreover, transfection of dsRNA into CICs can mimic the effects of 5-AZA-CdR. Together, our results represent a major shift in understanding the anti-tumor mechanisms of DNA-demethylating agents and highlight the MDA5/MAVS/IRF7 pathway as a potentially druggable target against CICs. ","Roulois, David;Loo Yau, Helen;Singhania, Rajat;Wang, Yadong;Danesh, Arnavaz;Shen, Shu Yi;Han, Han;Liang, Gangning;Jones, Peter A;Pugh, Trevor J;O'Brien, Catherine;De Carvalho, Daniel D"
26317460,2015,Cell,DNA Methylation Inhibitors in Cancer Therapy: The Immunity Dimension.,"DNA demethylating agents are approved for some blood malignancies and are under active investigation in solid tumors, but how these drugs work has remained unclear. In this issue of Cell, two groups show that these agents activate a toxic cellular antiviral program through transcriptional activation of endogenous retroviral sequences. ","Licht, Jonathan D"
26317459,2015,Cell,PD-1 Blockers.,"Nivolumab and pembrolizumab are monoclonal antibodies that block the programmed death-1 receptor (PD-1, CD279), resulting in dis-inhibition of tumor-specific immune responses. Both are recently approved for use in the treatment of metastatic melanoma, and nivolumab as well for non-small cell lung cancer. ","Wolchok, Jedd D"
26276629,2015,Cell,Plasmodium Infection Promotes Genomic Instability and AID-Dependent B Cell Lymphoma.,"Chronic infection with Plasmodium falciparum was epidemiologically associated with endemic Burkitt's lymphoma, a mature B cell cancer characterized by chromosome translocation between the c-myc oncogene and Igh, over 50 years ago. Whether infection promotes B cell lymphoma, and if so by which mechanism, remains unknown. To investigate the relationship between parasitic disease and lymphomagenesis, we used Plasmodium chabaudi (Pc) to produce chronic malaria infection in mice. Pc induces prolonged expansion of germinal centers (GCs), unique compartments in which B cells undergo rapid clonal expansion and express activation-induced cytidine deaminase (AID), a DNA mutator. GC B cells elicited during Pc infection suffer widespread DNA damage, leading to chromosome translocations. Although infection does not change the overall rate, it modifies lymphomagenesis to favor mature B cell lymphomas that are AID dependent and show chromosome translocations. Thus, malaria infection favors mature B cell cancers by eliciting protracted AID expression in GC B cells. PAPERCLIP.","Robbiani, Davide F;Deroubaix, Stephanie;Feldhahn, Niklas;Oliveira, Thiago Y;Callen, Elsa;Wang, Qiao;Jankovic, Mila;Silva, Israel T;Rommel, Philipp C;Bosque, David;Eisenreich, Tom;Nussenzweig, André;Nussenzweig, Michel C"
26276622,2015,Cell,Malaria-Induced B Cell Genomic Instability.,"Nussenzweig and colleagues evaluate genomic instability and germinal center derived lymphomagenesis in mice infected with Plasmodium to recreate some of the hallmark characteristics of Burkitt lymphoma, a form of cancer more common in parts of Africa where malaria is endemic. ","Rothschild, Gerson;von Krusenstiern, A Nikolai;Basu, Uttiya"
26140595,2015,Cell,A Synergistic Interaction between Chk1- and MK2 Inhibitors in KRAS-Mutant Cancer.,"KRAS is one of the most frequently mutated oncogenes in human cancer. Despite substantial efforts, no clinically applicable strategy has yet been developed to effectively treat KRAS-mutant tumors. Here, we perform a cell-line-based screen and identify strong synergistic interactions between cell-cycle checkpoint-abrogating Chk1- and MK2 inhibitors, specifically in KRAS- and BRAF-driven cells. Mechanistically, we show that KRAS-mutant cancer displays intrinsic genotoxic stress, leading to tonic Chk1- and MK2 activity. We demonstrate that simultaneous Chk1- and MK2 inhibition leads to mitotic catastrophe in KRAS-mutant cells. This actionable synergistic interaction is validated using xenograft models, as well as distinct Kras- or Braf-driven autochthonous murine cancer models. Lastly, we show that combined checkpoint inhibition induces apoptotic cell death in KRAS- or BRAF-mutant tumor cells directly isolated from patients. These results strongly recommend simultaneous Chk1- and MK2 inhibition as a therapeutic strategy for the treatment of KRAS- or BRAF-driven cancers. ","Dietlein, Felix;Kalb, Bastian;Jokic, Mladen;Noll, Elisa M;Strong, Alexander;Tharun, Lars;Ozretić, Luka;Künstlinger, Helen;Kambartel, Kato;Randerath, Winfried J;Jüngst, Christian;Schmitt, Anna;Torgovnick, Alessandro;Richters, André;Rauh, Daniel;Siedek, Florian;Persigehl, Thorsten;Mauch, Cornelia;Bartkova, Jirina;Bradley, Allan;Sprick, Martin R;Trumpp, Andreas;Rad, Roland;Saur, Dieter;Bartek, Jiri;Wolf, Jürgen;Büttner, Reinhard;Thomas, Roman K;Reinhardt, H Christian"
26140588,2015,Cell,AIMing 2 Curtail Cancer.,"The dysregulation of the relationship between gut microbiota and innate immune homeostasis can lead to a range of complex diseases. In this issue, Man et al. reveal that the intracellular innate sensor AIM2 regulates microbial and stem cell homeostasis in the gut to protect against colorectal cancer.","Rommereim, Leah M;Subramanian, Naeha"
26095253,2015,Cell,Critical Role for the DNA Sensor AIM2 in Stem Cell Proliferation and Cancer.,"Colorectal cancer is a leading cause of cancer-related deaths. Mutations in the innate immune sensor AIM2 are frequently identified in patients with colorectal cancer, but how AIM2 modulates colonic tumorigenesis is unknown. Here, we found that Aim2-deficient mice were hypersusceptible to colonic tumor development. Production of inflammasome-associated cytokines and other inflammatory mediators was largely intact in Aim2-deficient mice; however, intestinal stem cells were prone to uncontrolled proliferation. Aberrant Wnt signaling expanded a population of tumor-initiating stem cells in the absence of AIM2. Susceptibility of Aim2-deficient mice to colorectal tumorigenesis was enhanced by a dysbiotic gut microbiota, which was reduced by reciprocal exchange of gut microbiota with healthy wild-type mice. These findings uncover a synergy between a specific host genetic factor and gut microbiota in determining the susceptibility to colorectal cancer. Therapeutic modulation of AIM2 expression and microbiota has the potential to prevent colorectal cancer. ","Man, Si Ming;Zhu, Qifan;Zhu, Liqin;Liu, Zhiping;Karki, Rajendra;Malik, Ankit;Sharma, Deepika;Li, Liyuan;Malireddi, R K Subbarao;Gurung, Prajwal;Neale, Geoffrey;Olsen, Scott R;Carter, Robert A;McGoldrick, Daniel J;Wu, Gang;Finkelstein, David;Vogel, Peter;Gilbertson, Richard J;Kanneganti, Thirumala-Devi"
26095252,2015,Cell,Differential Requirements for eIF4E Dose in Normal Development and Cancer.,"eIF4E, the major cap-binding protein, has long been considered limiting for translating the mammalian genome. However, the eIF4E dose requirement at an organismal level remains unexplored. By generating an Eif4e haploinsufficient mouse, we found that a 50% reduction in eIF4E expression, while compatible with normal development and global protein synthesis, significantly impeded cellular transformation. Genome-wide translational profiling uncovered a translational program induced by oncogenic transformation and revealed a critical role for the dose of eIF4E, specifically in translating a network of mRNAs enriched for a unique 5' UTR signature. In particular, we demonstrate that the dose of eIF4E is essential for translating mRNAs that regulate reactive oxygen species, fueling transformation and cancer cell survival in vivo. Our findings indicate eIF4E is maintained at levels in excess for normal development that are hijacked by cancer cells to drive a translational program supporting tumorigenesis.","Truitt, Morgan L;Conn, Crystal S;Shi, Zhen;Pang, Xiaming;Tokuyasu, Taku;Coady, Alison M;Seo, Youngho;Barna, Maria;Ruggero, Davide"
